SOL_ID|DEL_FLG|SOL_DESC|EXTN_CNTR_CODE|BANK_CODE|ABBR_BANK_NAME|BR_CODE|ABBR_BR_NAME|CLG_CENTRE_NUM|MICR_CENTRE_FLG|MICR_CENTRE_CODE|MICR_BANK_CODE|MICR_BRANCH_CODE|ADDR_1|ADDR_2|CITY_CODE|STATE_CODE|PIN_CODE|WKLY_OFF|INSTRMNT_ENCODE_BATCH_NUM|INSTRMNT_ENCODE_BLOCK_NUM|STOP_CASH_FT_FLG|STOP_CLG_FT_FLG|STOP_XFER_FT_FLG|USER_CASH_DR_LIM_EXCP_CODE|USER_CLG_DR_LIM_EXCP_CODE|USER_XFER_DR_LIM_EXCP_CODE|TDS_CERT_NUM_CODE|SAME_DAY_REV_TO_IBR_FLG|DATE_OF_INSTALLATION|DB_STAT_CODE|DB_INT_STAT_CODE|BOD_SYS_DATE|LAST_SI_EXEC_DATE|LCHG_USER_ID|RCRE_USER_ID|LCHG_TIME|RCRE_TIME|CUT_OVER_TIME|VALUE_DATING_ON_HOLIDAYS|TYPE_OF_CASH_ACCT|BR_STAT_CODE|HC_VAULT_LIMIT_IN_HC|FC_VAULT_LIMIT_IN_HC|CONSOL_VAULT_LIMIT_IN_HC|SOL_ALIAS|DB_STAT_USER_ID|ATM_JOB_STATUS|UNIFORM_BR_CODE|LICENSE_NO|BR_OPEN_DATE|REGION_NAME|DIVISION_NAME|CIRCLE_OFFICE_NAME|TDS_CIRCLE_NAME|DP_CODE|TAX_DEDN_DETAILS|PAN_GIR_NO|NUM_OF_TIMES_IBR_GEN|OSP_MAX_OUT_STD_DAYS|PROXY_PEND_VERIFN_EXCP_CODE|PROXY_NOT_SQUARED_EXCP_CODE|NEXT_CUST_NUM_CODE|INSTRMNT_WISE_REG_ALWD|HOME_CRNCY_CODE|DDN_WARN_LEVEL|DDN_WARN_LEVEL_EXCP_CODE|EXTERNAL_SOL|HIGH_VALUE_SOL|PROFIT_CENTER|ALL_EXT_TRANS_PROC_EXCP_CODE|TR_ENABLE_FLG|TR_HOME_CRNCY_CODE|TS_CNT|DESTRY_INVT_CLASS|DESTRY_INVT_LOCATION|EXT_EOD_NOT_COMP_EXCP_CODE|CS_SOL_MESG1|CS_SOL_MESG2|FAB_FLG|LOCAL_IMAGE_FLG|RECEIVE_ALL_IMAGES_FLG|SOL_PRIORITY|PDC_INSTL_RUN_DATE|SDL_ID|BRANCH_IP_ADDRESS|BRANCH_REF_PORT_NUM|LAST_INT_CALC_DATE_FOR_SB|SOL_EOD_STATUS|MINOR_AGE|CS_SOL_NATL_MESG1|CS_SOL_NATL_MESG2|BR_FREE_CODE_1|BR_FREE_CODE_2|BR_FREE_CODE_3|BR_FREE_CODE_4|BR_FREE_CODE_5|BR_FREE_CODE_6|BR_FREE_CODE_7|BR_FREE_CODE_8|BR_FREE_CODE_9|BR_FREE_CODE_10|REFERRAL_SET_ID|CTS_ENABLED_FLG|SOL_CLS_FLG|SOL_CLS_DATE|SOL_BOD_DATE|PREF_LANG_CODE|PREF_LANG_SOL_DESC|MENU_DISABLE_FLG|BANK_ID|WKLY_OFF2|TIME_ZONE|SOL_NAT_FLG|ALT1_SOL_DESC|BATCH_OPER_DATE|ENTITY_NAME|ADDR_3|CNTRY_CODE|PARTITION_ALIAS|REROUTE_STP_ALLOWED|SOL_RESTARTABILITY_FLG|MRS_NAME|TREA_FREE_TEXT1|TREA_FREE_TEXT2
0104|N|AURANGABAD|00|176|RBL|0104|AUR|000|N|431|176|002|AG TOWER N - 3, PLOT NO 303,|CIDCO, JALNA ROAD|IXU|MH|431001|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:41:42.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|104|||6160106-6240008|DBOD.NO.BL.9140/22.|2011-11-29 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,964|DL|CAN||||N|N|N|0||ALL||0|||18||||058|8|METRO|60|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0035|N|AITAWADE BUDRUK|00|176|RBL|0035|AIT|000|N|415|176|501|529, SOCIETY BLDG. NO.2,|A/P : AITAWADE BUDRUK.|AITA|MH|415401|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:27.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|035|||6160037-6120522||1976-06-09 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,980|DL|CAN||||N|N|N|0||ALL||0|||18||||612|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0036|N|NERLE|00|176|RBL|0036|NER|000|N|415|176|502|A/P : NERLE|TAL . : WALWA,|NERL|MH|415 406|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|036|||6160038-6120533||1976-06-09 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,876|DL|CAN||||N|N|N|0||ALL||0|||18||||612|3|SURBN|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0037|N|DUDHAGAON|00|176|RBL|0037|DUD|000|N|416|176|507|395/2, A/P  :  DUDHAGAON|TALUKA  :  MIRAJ,|DUDH|MH|416 315|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:29.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|037|||6160039-6120542||1976-06-15 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,315|DL|CAN||||N|N|N|0||ALL||0|||18||||612|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0038|N|ANKALI - [SANGLI]|00|176|RBL|0038|ANK|000|N|416|176|508|178, A/P : ANKALI.|TALUKA : MIRAJ,|ANKSA|MH|416416|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|038|||6160040-6120551||1976-06-15 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,290|DL|CAN||||N|N|N|0||ALL||0|||18||||612|1|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0039|N|BELLAD-BAGEWADI|00|176|RBL|0039|BLD|000|N|591|176|504|395, A/P :  BELLAD-BAGEWADI|TAL. : HUKERI,|BELLD|KRA|591 305|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|039|||6160041-8701232||1976-06-16 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,808|DL|CAN||||N|N|N|0||ALL||0|||18||||870|2|SURBN|84|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0040|N|KABNUR|00|176|RBL|0040|KAB|000|Y|416|176|526|OPPOSITE OF MARATHI PRIMARY SCHOOL|ICHALKARANJI KOLHAPUR ROAD, KABNUR|KABN|MH|416138|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:29.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|040|||6160042-6080794||1979-12-31 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,425|DL|CAN||||N|N|N|0||ALL||0|||18||||608|4|SURBN|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||TAL - HATKANANGALE,DIST - KOLHAPUR|IN|01||N|||
0021|N|HALADI|00|176|RBL|0021|HAL|000|N|416|176|518|PLOT NO 667, SURVE NO. 104|MAIN ROAD HALADI|HALA|MH|416211|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:22.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|021|||6160023-6080471||1975-06-06 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,361|DL|CAN||||N|N|N|0||ALL||0|||18||||608|1|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||TAL. KARAVEER|IN|01||N|||
0022|N|INAM DHAMANI|00|176|RBL|0022|INA|000|N|416|176|505|A/P  : INAM DHAMANI,|TAL.  MIRAJ,|INAM|MH|416416|1|0|0|C|||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:27.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|022|||6160024-6120491||1975-06-13 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|39,449|DL|CAN||||N|N|N|0||ALL||0|||18||||612|1|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0023|N|ARJUNWAD|00|176|RBL|0023|ARJ|000|N|416|176|523|A/P : ARJUNWAD|TALUKA  : SHIROL,|ARJU|MH|416 120|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:28.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|023|||6160025-6080482||1975-06-18 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,803|DL|CAN||||N|N|N|0||ALL||0|||18||||608|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0024|N|BELGAUM|00|176|RBL|0024|BEL|000|Y|590|176|002|"GROUND FLOOR, ""BHARATI"""|CTS 3939/1, CLUB ROAD|IXG|KRA|590001|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|024|||6160026-8700007||1975-08-11 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,106|DL|CAN||||N|N|N|0||ALL||0|||18||||870|7|URBN|84|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0025|N|ISLAMPUR|00|176|RBL|0025|ISL|000|N|415|176|101|H. NO.2127/28,|DR.PARDESHI BLDG.|ISLA|MH|415 409|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:25.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|025|||6160028-6120095||1975-09-10 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,546|DL|CAN||||N|N|N|0||ALL||0|||18||||612|5|SURBN|60|003||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||ISLAMPUR|IN|01||N|||
0026|N|RANGOLI|00|176|RBL|0026|RAN|000|N|416|176|515|A/P  :  RANGOLI,|TALUKA : HATKANANGALE,|RANG|MH|416143|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:29.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|026|||6160027-6080492||1975-08-22 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,844|DL|CAN||||N|N|N|0||ALL||0|||18||||608|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0027|N|SHAMNEWADI|00|176|RBL|0027|SHM|000|N|591|176|501|RBL BANK LIMITED|1145 KHEMLAPURE BULDING NEAR BEDKIHAL CIRCLE|SHAM|KRA|591214|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|027|||6160029-8700822||1975-12-17 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,604|DL|CAN||||N|N|N|0||ALL||0|||18||||870|2|RURAL|84|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||SHAMNEWADI. TAL CHIKODI.DIST BELGAUM|IN|01||N|||
0028|N|KHUPIRE|00|176|RBL|0028|KHU|000|N|416|176|517|SHRIPAT SAHAKARI PAT SANSTHA BLDG|A/P  :  KHUPIRE|KHUP|MH|416 205|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|028|||6160030-6080552||1975-12-21 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,416|DL|CAN||||N|N|N|0||ALL||0|||18||||608|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||TAL:KARVEER|IN|01||N|||
0029|N|GHOTAWADE|00|176|RBL|0029|GHO|000|N|416|176|519|DONGALE BUILDING,|A/P.: GHOTAWADE|GHOT|MH|416230|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:29.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|029|||6160031-6080541||1975-12-25 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,001|DL|CAN||||N|N|N|0||ALL||0|||18||||608|1|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0030|N|AKKIWAT|00|176|RBL|0030|AKK|000|N|416|176|522|C/O MR.DHANPAL J. KALLANAVAR|A/P AKKIWAT,|AKKI|MH|416 108|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|030|||6160032-6080532||1975-12-28 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,589|DL|CAN||||N|N|N|0||ALL||0|||18||||608|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||TAL: SHIROL|IN|01||N|||
0031|N|NANA PETH, PUNE|00|176|RBL|0031|NNP|000|Y|411|176|002|ATM CENTRE, ICC TRADE CENTRE|SHOP NO 5, GROUND FLOOR|PUNE|MH|411 016|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:27.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|031|||6160033-6200019||1976-04-15 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,487|DL|CAN||||N|N|N|0||ALL||0|||18||||620|9|METRO|60|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||SENAPATI BAPAT MARG|IN|01||N|||
