SOL_ID|DEL_FLG|SOL_DESC|EXTN_CNTR_CODE|BANK_CODE|ABBR_BANK_NAME|BR_CODE|ABBR_BR_NAME|CLG_CENTRE_NUM|MICR_CENTRE_FLG|MICR_CENTRE_CODE|MICR_BANK_CODE|MICR_BRANCH_CODE|ADDR_1|ADDR_2|CITY_CODE|STATE_CODE|PIN_CODE|WKLY_OFF|INSTRMNT_ENCODE_BATCH_NUM|INSTRMNT_ENCODE_BLOCK_NUM|STOP_CASH_FT_FLG|STOP_CLG_FT_FLG|STOP_XFER_FT_FLG|USER_CASH_DR_LIM_EXCP_CODE|USER_CLG_DR_LIM_EXCP_CODE|USER_XFER_DR_LIM_EXCP_CODE|TDS_CERT_NUM_CODE|SAME_DAY_REV_TO_IBR_FLG|DATE_OF_INSTALLATION|DB_STAT_CODE|DB_INT_STAT_CODE|BOD_SYS_DATE|LAST_SI_EXEC_DATE|LCHG_USER_ID|RCRE_USER_ID|LCHG_TIME|RCRE_TIME|CUT_OVER_TIME|VALUE_DATING_ON_HOLIDAYS|TYPE_OF_CASH_ACCT|BR_STAT_CODE|HC_VAULT_LIMIT_IN_HC|FC_VAULT_LIMIT_IN_HC|CONSOL_VAULT_LIMIT_IN_HC|SOL_ALIAS|DB_STAT_USER_ID|ATM_JOB_STATUS|UNIFORM_BR_CODE|LICENSE_NO|BR_OPEN_DATE|REGION_NAME|DIVISION_NAME|CIRCLE_OFFICE_NAME|TDS_CIRCLE_NAME|DP_CODE|TAX_DEDN_DETAILS|PAN_GIR_NO|NUM_OF_TIMES_IBR_GEN|OSP_MAX_OUT_STD_DAYS|PROXY_PEND_VERIFN_EXCP_CODE|PROXY_NOT_SQUARED_EXCP_CODE|NEXT_CUST_NUM_CODE|INSTRMNT_WISE_REG_ALWD|HOME_CRNCY_CODE|DDN_WARN_LEVEL|DDN_WARN_LEVEL_EXCP_CODE|EXTERNAL_SOL|HIGH_VALUE_SOL|PROFIT_CENTER|ALL_EXT_TRANS_PROC_EXCP_CODE|TR_ENABLE_FLG|TR_HOME_CRNCY_CODE|TS_CNT|DESTRY_INVT_CLASS|DESTRY_INVT_LOCATION|EXT_EOD_NOT_COMP_EXCP_CODE|CS_SOL_MESG1|CS_SOL_MESG2|FAB_FLG|LOCAL_IMAGE_FLG|RECEIVE_ALL_IMAGES_FLG|SOL_PRIORITY|PDC_INSTL_RUN_DATE|SDL_ID|BRANCH_IP_ADDRESS|BRANCH_REF_PORT_NUM|LAST_INT_CALC_DATE_FOR_SB|SOL_EOD_STATUS|MINOR_AGE|CS_SOL_NATL_MESG1|CS_SOL_NATL_MESG2|BR_FREE_CODE_1|BR_FREE_CODE_2|BR_FREE_CODE_3|BR_FREE_CODE_4|BR_FREE_CODE_5|BR_FREE_CODE_6|BR_FREE_CODE_7|BR_FREE_CODE_8|BR_FREE_CODE_9|BR_FREE_CODE_10|REFERRAL_SET_ID|CTS_ENABLED_FLG|SOL_CLS_FLG|SOL_CLS_DATE|SOL_BOD_DATE|PREF_LANG_CODE|PREF_LANG_SOL_DESC|MENU_DISABLE_FLG|BANK_ID|WKLY_OFF2|TIME_ZONE|SOL_NAT_FLG|ALT1_SOL_DESC|BATCH_OPER_DATE|ENTITY_NAME|ADDR_3|CNTRY_CODE|PARTITION_ALIAS|REROUTE_STP_ALLOWED|SOL_RESTARTABILITY_FLG|MRS_NAME|TREA_FREE_TEXT1|TREA_FREE_TEXT2
0055|N|VISAPUR|00|176|RBL|0055|VIS|000|N|416|176|511|A/P  :  VISAPUR|TALUKA :  TASGAON|VISA|MH|416 314|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:29.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|055|||6160058-6120132||1987-12-11 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,764|DL|CAN||||N|N|N|0||ALL||0|||18||||612|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0056|N|DHARWAD|00|176|RBL|0056|DHA|000|Y|580|176|302|KABABI MANSION , KOSMOS CLUB ROAD|BEHIND COURT|DAWD|KRA|580 001|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:28.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|056|||6160059-8600008||1988-08-04 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,556|DL|CAN||||N|N|N|0||ALL||0|||18||||860|8|URBN|84|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0057|N|BANGALORE|00|176|RBL|0057|BAN|000|Y|560|176|002|NO 178, 6TH CROSS,|2ND MAIN ROAD, GANDHI NAGAR,|BNG|KRA|560 009|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:29.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|057|||6160060-8400009||1988-12-17 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,855|DL|CAN||||N|N|N|0||ALL||0|||18||||840|9|METRO|84|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||BANGALORE 560009.|IN|01||N|||
0058|N|THANE|00|176|RBL|0058|THA|000|Y|400|176|004|LAXMI MARKET, POKHRAN ROAD,|NO.1, NEAR VARTHAK NAGAR,|THAN|MH|400606|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:28.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|058|||6160061-6010009||1993-03-24 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,783|DL|CAN||||N|N|N|0||ALL||0|||18||||601|9|METRO|60|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0059|N|BARAMATI|00|176|RBL|0059|BAR|000|N|413|176|101|SHANTILAL SHAHA (PANDARKAR)|BLDG,MAHAVIR PATH,|BARAM|MH|413 102|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:28.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|059|||6160062-6200065||1995-02-09 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,729|DL|CAN||||N|N|N|0||ALL||0|||18||||620|5|SURBN|60|003||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0060|N|SOLAPUR|00|176|RBL|0060|SOL|000|Y|413|176|002|157/1 RAILWAY LINES|HOTEL DHRUV BUILDING|SLPR|MH|413 001|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:28.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|060|||6160065-6100008||1995-10-09 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,894|DL|CAN||||N|N|N|0||ALL||0|||18||||610|8|URBN|60|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0061|N|MARGOA|00|176|RBL|0061|MAR|000|Y|403|176|003|VASANT ARCADE,|BEHIND POLICE STATION,|MARG|GOA|403601|1|0|0|C|||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:29.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|061|||6160066-6920005||1995-10-19 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|39,448|DL|CAN||||N|N|N|0||ALL||0|||18||||692|5|SURBN|68|003||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0081|N|DOMBIVALI [WEST]|00|176|RBL|0081|DOM|000|Y|400|176|012|ATIM TARA, GROUND FLOOR|SUBHASH ROAD|DOMBI|MH|421202|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:41:41.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|081|||6160087-6010029||2009-03-04 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|38,403|DL|CAN||||N|N|N|0||ALL||0|||18||||601|9|METRO|60|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||VISHNUNAGAR|IN|01||N|||
0082|N|PANJI [GOA]|00|176|RBL|0082|PAN|000|Y|403|176|002|SHOP NO.G10-11,|GROUND FLOOR,NIZMAR CENTER|PNI|GOA|403001|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:41:42.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|082|||6160083-6900005||2009-03-28 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,334|DL|CAN||||N|N|N|0||ALL||0|||18||||690|5|SURBN|68|003||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||DR ATMARAM ROAD, PANAJI|IN|01||N|||
0083|N|NALASOPARA [EAST]|00|176|RBL|0083|NAL|000|Y|400|176|014|BUILDING NO 1, SHRI RAM SANKUL|SHOP NO 1,2,3,4, ACHOLE ROAD|NASP|MH|401209|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:41:41.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|083|||6160085-6010396||2009-03-31 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,925|DL|CAN||||N|N|N|0||ALL||0|||18||||601|6|METRO|60|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||OPP AKANKSHA COMMERCIAL COMPLEX|IN|01||N|||
0084|Y|KALYAN [WEST]|00|176|RBL|0084|KYN|000|Y|400|176|013|SHOP NO 2-3, 13 & 14 C.T.S  BINDU TOWER,|OPP-K.D.M.C VEG MARKET,|KALY|MH|421301|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C10102|SYSTEM|2019-07-19 03:18:07.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|084|||6160084-6010029||2009-03-31 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,138|DL|CAN||||N|N|N|0||ALL||0|||18||||601|9|METRO|60|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||SANTOSHI MATA RD|IN|01||N|||
0085|N|SINHAGAD ROAD - PUNE|00|176|RBL|0085|SIN|000|Y|411|176|007|SHOP NO. 1 & 2, GROUND FLOOR,|MOHITE PARADISE, WING NO. C|PUNE|MH|411051|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:41:41.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|085|||6160089-6200019||2010-01-27 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,952|DL|CAN||||N|N|N|0||ALL||0|||18||||620|9|METRO|60|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||CTS NO.16/3, 16/4, ANAND NAGAR, SINHGAD ROAD|IN|01||N|||
0086|N|BANER - PUNE|00|176|RBL|0086|BNR|000|Y|411|176|006|C WING ANMOL PRIDE|C.T.S NO 270 BANER ROAD|PUNE|MH|411045|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:41:42.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|086|||6160090-6200019||2010-02-24 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,614|DL|CAN||||N|N|N|0||ALL||0|||18||||620|9|METRO|60|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0087|N|VIRAR [EAST]|00|176|RBL|0087|VIR|000|Y|400|176|015|SUMANT CHHAYA, PURANDREWADI,|NEAR STATION & TALATHI OFFICE|VIRAR|MH|410303|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:41:43.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|087|||6160091-6010536||2010-02-25 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,241|DL|CAN||||N|N|N|0||ALL||0|||18||||601|6|METRO|60|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0088|N|LOWER PAREL MUMBAI|00|176|RBL|0088|LOW|000|Y|400|176|016|TOWER 2B, ONE INDIA BULLS CENTRE|3RD FLOOR,|MUM|MH|400013|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:41:41.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|088|||6160092-6000009||2011-01-10 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,981|DL|CAN||||N|N|N|0||ALL||0|||18||||600|9|METRO|60|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||SENAPATI BAPAT MARG|IN|01||N|||
0011|N|MARKET YARD, SANGLI|00|176|RBL|0011|MYS|000|Y|416|176|152|PLOT NO.88, BANK BUILDING,|MARKET YARD,|SAGLI|MH|416 416|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:22.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|011|||6160010-6120007||1970-12-07 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|38,148|DL|CAN||||N|N|N|0||ALL||0|||18||||612|7|URBN|60|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0012|N|MHAISHAL|00|176|RBL|0012|MHA|000|N|416|176|501|NEAR NAGOBA KATTA,|SHANTI SAGAR MARG, A/P MHAISAL|MHAI|MH|416 409|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:25.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|012|||6160012-6120333||1971-09-30 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|38,514|DL|CAN||||N|N|N|0||ALL||0|||18||||612|3|SURBN|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||TAL: MIRAJ|IN|01||N|||
0013|N|KALBADEVI MUMBAI|00|176|RBL|0013|KAL|000|Y|400|176|002|JEWEL WORLD BUILDING|GROUND FLOWER, 175, KALBADEVI ROAD|MUM|MH|400 002|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:22.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|013|||6160013-6000009||1971-11-24 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,586|DL|CAN||||N|N|N|0||ALL||0|||18||||600|9|METRO|60|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C||||CORNER OF SHAIKH MEMON STREET|IN|01||N|||
0014|N|BHILWADI|00|176|RBL|0014|BHI|000|N|416|176|502|DAKSHIN BHAG BHILWADI VIKAS|SOCIETY BUILDING,|BHIL|MH|416 303|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|014|||6160015-6120412||1973-08-03 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,867|DL|CAN||||N|N|N|0||ALL||0|||18||||612|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0015|N|NANDRE|00|176|RBL|0015|NAN|000|N|416|176|503|249, E WARD,|SOCIETY BUILDING,|NANDR|MH|416 423|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:25.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|015|||6160016-6120242||1973-10-01 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,912|DL|CAN||||N|N|N|0||ALL||0|||18||||612|2|SURBN|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0016|N|SAMDOLI|00|176|RBL|0016|SAM|000|N|416|176|504|A/P  : SAMDOLI|TALUKA  :  MIRAJ,|SAMD|MH|416 427|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:27.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|016|||6160017-6120432||1974-02-13 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,497|DL|CAN||||N|N|N|0||ALL||0|||18||||612|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0017|N|INGALI|00|176|RBL|0017|ING|000|N|416|176|514|446, A/P : INGALI|TALUKA  :  HATKANGALE,|INGL|MH|416 202|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:23.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|017|||6160018-6080422||1974-12-20 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,772|DL|CAN||||N|N|N|0||ALL||0|||18||||608|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0018|N|VASGADE|00|176|RBL|0018|VSG|000|N|416|176|516|A/P  :VASGADE,|TALUKA : KARVEER,|VSG|MH|416202|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:29.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|018|||6160019-6080432||1974-12-22 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,608|DL|CAN||||N|N|N|0||ALL||0|||18||||608|2|RURAL|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0019|N|GANDHINAGAR|00|176|RBL|0019|GAN|000|Y|416|176|007|MAIN ROAD, GANDHINAGAR,|TALUKA  :  KARVEER,|GNHNG|MH|416 119|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:26.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|019|||6160020-8400009||1974-12-23 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,614|DL|CAN||||N|N|N|0||ALL||0|||18||||608|3|SURBN|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0020|N|RAJARAMPURI, KOLHAPUR|00|176|RBL|0020|RAJ|000|Y|416|176|005|VITTHAL COMPLEX,|9TH LANE, RAJARAMPURI,|KOLHA|MH|416 008|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||2012-02-01 01:06:54.0||C11727|SYSTEM|2019-10-11 02:40:28.0|2012-02-01 01:06:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|020|||6160021-6080007||1974-12-23 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|36,366|DL|CAN||||N|N|N|0||ALL||0|||18||||608|7|URBN|60|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0|||N|01|0|IST|C|||||IN|01||N|||
0112|N|HYDERABAD|00|176|RBL|0112|HYD|000|N|500|176|002|D NO, 6-3-865, GROUND FLOOR,MY HOME JUPALLY|OPP GREEN PARK,GREEN LANDS, AMARPET,|HDRBD|TELAN|500016|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||||C11727|GANDHI|2019-10-11 02:41:42.0|2012-10-16 17:23:56.0|1900-01-01 00:00:00.0|N|T||0|0|0|112|||6160120-8000009|DBOD.NO.BL.12140/22|2012-09-01 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N||37,078|DL|CAN||||N|N|N|0||ALL||0|||18||||800|9|METRO|81|001||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0||||01|0|IST|C||2012-02-01 00:00:00.0|||IN|01||N|||
0115|N|SOHNA|00|176|RBL|0115|SOH|000|N|110|176|005|ADITYA BUILDING,GROUND FLOOR|DELHI ALWAR ROAD|SOHA|HARY|122103|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||||C11727|GANDHI|2019-10-11 02:41:42.0|2012-10-16 17:39:54.0|1900-01-01 00:00:00.0|N|T||0|0|0|115|||6160119-3480034||2012-09-01 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N||36,972|DL|CAN||||N|N|N|0||ALL||0|||18||||086|4|SURBN|34|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0||||01|0|IST|C||2012-02-01 00:00:00.0||OPP BUS STAND, DIST GURAGAON|IN|01||N|||
0107|N|BOISAR|00|176|RBL|0107|BOI|000|N|401|176|001|BUILDING NO 2A, AMEYE PARK|BOISAR - NAVAPUR ROAD,|THAN|MH|401501|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||||C11727|GANDHI|2019-10-11 02:41:42.0|2012-08-08 23:57:34.0|1900-01-01 00:00:00.0|N|T||0|0|0|107|||6160110-6010183|DBOD.NO.BL.11852/22|2012-05-16 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|35,990|DL|CAN||||N|N|N|0||ALL||0|||18||||601|2|SURBN|60|004||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0||||01|0|IST|C||2012-02-01 00:00:00.0||BOISAR|IN|01||N|||
0109|N|AHMEDNAGAR|00|176|RBL|0109|AHM|000|N|414|176|001|MAHADEV FURNITURE HOUSE|NEAR AMBEJOGAI PATPEDHI|ANG|MH|414003|0|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||||C11727|GANDHI|2019-10-11 02:41:44.0|2012-08-09 00:32:03.0|1900-01-01 00:00:00.0|N|T||0|0|0|109|||6160113-6220007|DBOD.NO.BL.9140/22.|2012-08-09 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N|INR|37,969|DL|CAN||||N|N|N|0||ALL||0|||18||||622|7|URBN|60|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0||||01|0|IST|C||2012-02-01 00:00:00.0||SAVEDI ROAD|IN|01||N|||
0110|N|RAMNAGARAM|00|176|RBL|0110|RMN|000|N|571|176|552|KATHA NO. 169/1789/1736/170/1781/1737|NORTH LAYOUT, 1ST STAGE, B M ROAD|RMN|KRA|562159|1|0|0|C|||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||||C11727|GANDHI1|2019-10-11 02:41:43.0|2012-09-06 22:15:32.0|1900-01-01 00:00:00.0|N|T||0|0|0|110|||6160116-2480265|DBOD.NO.BL.9140/22.|2012-08-10 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N||38,805|DL|CAN||||N|N|N|0||ALL||0|||18||||248|5|SURBN|84|003||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0||||01|0|IST|C||2012-02-01 00:00:00.0||RAMNAGARAM|IN|01||N|||
0114|N|NOIDA|00|176|RBL|0114|NOI|000|N|110|176|004|P-7, SECTOR-18|NOIDA|NOID|UTT|201301|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||||C11727|GANDHI|2019-10-11 02:41:43.0|2012-09-07 11:58:01.0|1900-01-01 00:00:00.0|N|T||0|0|0|114|||6160115-2710007|DBOD.NO.BL.9140/22.|2012-08-10 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N||37,099|DL|CAN||||N|N|N|0||ALL||0|||18||||271|7|URBN|20|002||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0||||01|0|IST|C||2012-02-01 00:00:00.0|||IN|01||N|||
0105|Y|BHIWADI-RIICO CHOWK BRANCH|00|176|RBL|0105|BH1|000|N|301|176|050|THE SWAGAT PALACE, B 294/295 A,|MAIN ROAD, BHIWADI,|BIAI|RAJ|301019|1|0|0||||OA3|OB3|OC3||N|2012-01-01 00:00:00.0|Y||||C10102|GANDHI|2019-03-29 02:18:08.0|2012-08-08 23:38:45.0|1900-01-01 00:00:00.0|N|T||0|0|0|105|||6160108-5020424||2012-05-17 00:00:00.0||||||||0|99|OD3|OE3||N|INR|0||N|N|N||N||35,063|DL|CAN||||N|N|N|0||ALL||0|||18||||502|4|URBN|50|003||||||Y|Y|2019-10-13 00:00:00.0|2019-10-14 00:00:00.0||||01|0|IST|C||2012-02-01 00:00:00.0||RIICO CHOWK, DIST - ALWAR|IN|01||N|||
